OriginalPaperDOI,OriginalPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,keywords,mesh_terms,first_author_given_names,first_author_surname
10.1016/j.heliyon.2021.e06205,33644474,PMC7895722,s3://pmc-oa-opendata/PMC7895722.1/PMC7895722.1.xml?md5=8df85a6e707a7eeb9b280b391fc746b8,Heliyon,research-article,"Dobera glabra (Forssk.) Poir. (Salvadoraceae); phenolic constituents of the aqueous leaves extract and evaluation of its anti-inflammatory, analgesic activities",2021,Analgesic | Anti-Inflammatory | Dobera glabra | Flavonoids | Rat,,Mahmoud,Emam
10.21037/tcr.2019.07.36,35116885,PMC8798038,s3://pmc-oa-opendata/PMC8798038.1/PMC8798038.1.xml?md5=454eb04cd1fe9d251a75ae1c7f051460,Transl Cancer Res,research-article,TGF-β signaling proteins and CYP24A1 may serve as surrogate markers for progesterone calcitriol treatment in ovarian and endometrial cancers of different histological types,2019,"Cell proliferation | gynecological cancer, treatment markers, cancer subtypes, chemoprevention",,Ana,Paucarmayta
10.1371/journal.pone.0061852,23620794,PMC3631190,s3://pmc-oa-opendata/PMC3631190.1/PMC3631190.1.xml?md5=6acc8743a29005357b0775b7bf29cfab,PLoS One,research-article,Specific Transfection of Inflamed Brain by Macrophages: A New Therapeutic Strategy for Neurodegenerative Diseases,2013,,"Animals | Anti-Inflammatory Agents / pharmacology | Brain / drug effects, pathology | Catalase / genetics, therapeutic use | Cell Line | Disease Models, Animal | Exosomes / drug effects, metabolism | Genes, Reporter | Genetic Therapy | Green Fluorescent Proteins / metabolism | Humans | Inflammation / pathology | Kinetics | Macrophages / drug effects, metabolism | Male | Mice | Mice, Inbred BALB C | Models, Biological | Neurodegenerative Diseases / therapy | Neurons / drug effects, metabolism, pathology | Neuroprotective Agents / pharmacology | Parkinson Disease / pathology, therapy | Tissue Distribution / drug effects | Transfection / methods",Matthew J.,Haney
10.1371/journal.pone.0170860,28122024,PMC5266294,s3://pmc-oa-opendata/PMC5266294.1/PMC5266294.1.xml?md5=cfe8fb5834a0f99290117a88c1b302ff,PLoS One,research-article,"Long Non-Coding RNA HOTAIR Regulates the Proliferation, Self-Renewal Capacity, Tumor Formation and Migration of the Cancer Stem-Like Cell (CSC) Subpopulation Enriched from Breast Cancer Cells",2017,,"Breast Neoplasms / genetics, metabolism, pathology | Carcinogenesis / genetics, metabolism | Cell Line, Tumor | Cell Movement / physiology | Cell Proliferation / physiology | Female | Gene Expression Regulation, Neoplastic | Humans | Neoplastic Stem Cells / metabolism | RNA, Long Noncoding / genetics, metabolism | SOXB1 Transcription Factors / genetics, metabolism | Tumor Suppressor Protein p53 / genetics, metabolism",Jia,Deng
10.1371/journal.pone.0151922,27093541,PMC4836704,s3://pmc-oa-opendata/PMC4836704.1/PMC4836704.1.xml?md5=1201f45422870c19386750adc948b6ee,PLoS One,research-article,Entrapment of H1N1 Influenza Virus Derived Conserved Peptides in PLGA Nanoparticles Enhances T Cell Response and Vaccine Efficacy in Pigs,2016,,"Animals | Antibodies, Viral / immunology | Cell Line | Dogs | Influenza A Virus, H1N1 Subtype / chemistry, immunology | Influenza Vaccines / chemistry, immunology | Interferon-gamma / immunology | Lactic Acid / chemistry, immunology | Lung / immunology, virology | Madin Darby Canine Kidney Cells | Nanoparticles / administration & dosage, chemistry | Orthomyxoviridae Infections / immunology | Peptides / chemistry, immunology | Polyglycolic Acid / chemistry | Polylactic Acid-Polyglycolic Acid Copolymer | Swine | Swine Diseases / immunology | T-Lymphocytes / drug effects, immunology | Vaccines, Inactivated / chemistry, immunology",Jagadish,Hiremath
10.3390/pharmaceutics13050700,34064916,PMC8150897,s3://pmc-oa-opendata/PMC8150897.1/PMC8150897.1.xml?md5=336d47e3cd2739193666f1edc1b48acd,Pharmaceutics,research-article,RETRACTED: Investigation of the Potential of Nebivolol Hydrochloride-Loaded Chitosomal Systems for Tissue Regeneration: In Vitro Characterization and In Vivo Assessment,2024,chitosan lactate | chitosomes | nebivolol hydrochloride | tissue regeneration | wound healing,,Noha Ibrahim,Elsherif
10.1073/pnas.2308260120,37748060,PMC10556565,s3://pmc-oa-opendata/PMC10556565.1/PMC10556565.1.xml?md5=75aec18d989b983e383bb3a295dd710c,Proc Natl Acad Sci U S A,research-article,DAT (deacylating autotransporter toxin) from Bordetella parapertussis demyristoylates Gαi GTPases and contributes to cough,2023,Bordetella parapertussis | DAT | Gi GTPases | cough | demyristoylation,"Humans | Bordetella parapertussis | Whooping Cough | Type V Secretion Systems | Cough | Lipid A | Lipopolysaccharides / toxicity | Bordetella pertussis | Pertussis Toxin | Toxins, Biological",Yukihiro,Hiramatsu
10.1128/mbio.03197-21,35357202,PMC9040802,s3://pmc-oa-opendata/PMC9040802.1/PMC9040802.1.xml?md5=fa18a531dd457db7ee0feb1ce6e94b8e,mBio,research-article,RETRACTED: The Mechanism of Pertussis Cough Revealed by the Mouse-Coughing Model,2022,Bordetella pertussis | TRPV1 | Vag8 | bradykinin | cough | pertussis toxin,"Animals | Bordetella pertussis / physiology | Bradykinin | Cough / etiology | Disease Models, Animal | Humans | Mice | Pertussis Toxin | Transcription Factors | Whooping Cough / microbiology",Yukihiro,Hiramatsu
10.1128/msphere.00819-21,34643424,PMC8513678,s3://pmc-oa-opendata/PMC8513678.1/PMC8513678.1.xml?md5=bc0991c65cf4a5393d397f297e15b31b,mSphere,research-article,RETRACTED: Melanin Produced by Bordetella parapertussis Confers a Survival Advantage to the Bacterium during Host Infection,2021,Bordetella parapertussis | brown pigment | melanin,"Adhesins, Bacterial / metabolism | Animals | Bordetella parapertussis / pathogenicity | Humans | Male | Melanins / metabolism, physiology | Mice | Mice, Inbred C57BL | Respiratory Tract Infections / etiology | Skin Pigmentation / physiology | THP-1 Cells | Virulence Factors / metabolism | Whooping Cough / metabolism, microbiology",Yukihiro,Hiramatsu
10.1016/j.scp.2023.101136,37333050,PMC10239909,s3://pmc-oa-opendata/PMC10239909.1/PMC10239909.1.xml?md5=6aedcdfaea748ce98c2d3aae5139a294,Sustain Chem Pharm,research-article,Green and rapid and instrumental one-pot method for the synthesis of imidazolines having potential anti-SARS-CoV-2 main protease activity,2023,Imidazolines | In-silico studies | N-Bromosaccharin (NBSac) | SARS-CoV-2) Mpro,,Sabikeh,Azimi
10.18632/oncotarget.15796,28423596,PMC5410326,s3://pmc-oa-opendata/PMC5410326.1/PMC5410326.1.xml?md5=b9c898b525ccd6023f50d992698ec6d6,Oncotarget,research-article,Transient activation of the PI3K/Akt pathway promotes Newcastle disease virus replication and enhances anti-apoptotic signaling responses,2017,Newcastle disease virus | PI3K/Akt | apoptosis | cell survival | replication,"Amino Acid Chloromethyl Ketones / pharmacology | Androstadienes / pharmacology | Animals | Apoptosis / drug effects, physiology | Blotting, Western | Cell Line | Cells, Cultured | Chick Embryo | Chickens | Chlorpromazine / pharmacology | Chromones / pharmacology | Enzyme Inhibitors / pharmacology | Fibroblasts / cytology, metabolism, virology | Host-Pathogen Interactions / drug effects | Morpholines / pharmacology | Newcastle disease virus / classification, physiology | Phosphatidylinositol 3-Kinase / metabolism | Phosphoinositide-3 Kinase Inhibitors | Phosphorylation / drug effects | Proto-Oncogene Proteins c-akt / metabolism | Signal Transduction / drug effects | Virus Replication / drug effects, physiology | Wortmannin | beta-Cyclodextrins / pharmacology",Yinfeng,Kang
10.1038/ni.2566,23525087,PMC3631447,s3://pmc-oa-opendata/PMC3631447.1/PMC3631447.1.xml?md5=b4b2b01be737a54528444d1fcd2aa527,Nat Immunol,research-article,Suppression of inflammation and acute lung injury by the transcription factor Miz1 via repression of C/EBP-δ,2013,,"Acute Lung Injury / genetics, immunology | Animals | CCAAT-Enhancer-Binding Protein-delta / metabolism | Cytokines / metabolism | Enzyme Repression / genetics | Histone Deacetylase 1 / metabolism | Immune Tolerance | Inflammation / genetics | Inflammation Mediators / metabolism | Lipopolysaccharides / immunology | Mice | Mice, Inbred C57BL | Mice, Mutant Strains | Mutagenesis, Site-Directed | Neoplasm Proteins / genetics | Nuclear Proteins / genetics, metabolism | Phosphorylation | Protein Inhibitors of Activated STAT / genetics, metabolism | Pseudomonas Infections / genetics, immunology | Pseudomonas aeruginosa / immunology | Repressor Proteins / genetics | Transcriptional Activation / genetics | Ubiquitin-Protein Ligases",Hanh Chi,Do-Umehara
10.1126/sciadv.ade8971,36542710,PMC9770993,s3://pmc-oa-opendata/PMC9770993.1/PMC9770993.1.xml?md5=d11129ebf2c4e441fee2404f1acf00f3,Sci Adv,research-article,RETRACTED: Interference of flagellar rotation up-regulates the expression of small RNA contributing to Bordetella pertussis infection,2022,,,Yukihiro,Hiramatsu
10.18632/aging.103711,33735107,PMC8034888,s3://pmc-oa-opendata/PMC8034888.1/PMC8034888.1.xml?md5=36f2f148722ce2a1c64e7ad8ec981fef,Aging (Albany NY),research-article,"Silencing of circular RNA_0000326 inhibits cervical cancer cell proliferation, migration and invasion by boosting microRNA-338-3p-dependent down-regulation of CDK4",2021,cervical cancer | circ_0000326 | circular RNA | cyclin-dependent kinase 4 | microRNA-338-3p,"Animals | Cell Movement / physiology | Cell Proliferation / physiology | Cyclin-Dependent Kinase 4 / genetics, metabolism | Down-Regulation | Female | Gene Expression Regulation, Neoplastic | Humans | Mice | Mice, Nude | MicroRNAs / genetics, metabolism | Neoplasm Invasiveness / genetics, pathology | RNA, Circular | Uterine Cervical Neoplasms / genetics, metabolism, pathology",Zhaoxin,Wang
10.18632/oncotarget.13358,27863409,PMC5349938,s3://pmc-oa-opendata/PMC5349938.1/PMC5349938.1.xml?md5=83d24d55d98657d2cf2a265e00cae939,Oncotarget,research-article,Integrating mechanisms of response and resistance against the tubulin binding agent Eribulin in preclinical models of osteosarcoma,2016,G2/M arrest | cell death | eribulin | microtubule destabilization | mitotic catastrophe,"Animals | Apoptosis / drug effects | Bone Neoplasms / drug therapy, pathology | Cell Line, Tumor | Cyclin-Dependent Kinase Inhibitor p27 / metabolism | Drug Resistance, Neoplasm | Furans / therapeutic use | Humans | Ketones / therapeutic use | Mice | Osteosarcoma / drug therapy, pathology | Stathmin / metabolism | Tubulin / metabolism | Tubulin Modulators / therapeutic use | Xenograft Model Antitumor Assays | Polyether Polyketides",Valerie B.,Sampson
10.3390/ijms21114138,32531976,PMC7312570,s3://pmc-oa-opendata/PMC7312570.1/PMC7312570.1.xml?md5=5ac3a2dc68d417ea586267d1a4030238,Int J Mol Sci,research-article,RETRACTED: Optimized Conjugation of Fluvastatin to HIV-1 TAT Displays Enhanced Pro-Apoptotic Activity in HepG2 Cells,2024,HIV-TAT | HepG2 cells | apoptosis | cancer | cationic peptide | fluvastatin,"Apoptosis / drug effects | Caspase 3 / metabolism | Cell Proliferation / drug effects | Drug Compounding | Flow Cytometry | Fluvastatin / chemistry, pharmacology | Hep G2 Cells | Humans | Particle Size | Spectroscopy, Fourier Transform Infrared | tat Gene Products, Human Immunodeficiency Virus / chemistry",Lamya H.,Al-Wahaibi
10.1371/journal.pone.0094011,24714040,PMC3979714,s3://pmc-oa-opendata/PMC3979714.1/PMC3979714.1.xml?md5=9f3b38a4930ae694fd749ee9e12c1acd,PLoS One,research-article,MNK1-Induced eIF-4E Phosphorylation in Myeloma Cells: A Pathway Mediating IL-6-Induced Expansion and Expression of Genes Involved in Metabolic and Proteotoxic Responses,2014,,"Animals | Cell Line, Tumor | Endoplasmic Reticulum Stress | Eukaryotic Initiation Factor-4E / metabolism | Humans | Interleukin-6 / metabolism | Intracellular Signaling Peptides and Proteins / metabolism | Mice | Multiple Myeloma / metabolism | Phosphorylation | Protein Biosynthesis | Protein Serine-Threonine Kinases / metabolism",Yijiang,Shi
10.1016/j.jvssci.2020.09.002,33842897,PMC8034587,s3://pmc-oa-opendata/PMC8034587.1/PMC8034587.1.xml?md5=a13b42d5fd6f3b8a5fc6532b5801c31a,JVS Vasc Sci,research-article,Neointimal Hyperplasia after Carotid Transection and Anastomosis Surgery is Associated with Degradation of Decorin and Platelet Derived Growth Factor Signaling.,2020,Artery | Remodeling | Neointima | Decorin | MAPK,,Roshan J.,D’Cruz
10.1111/j.1460-9568.2009.06664.x,19302148,PMC2692517,s3://pmc-oa-opendata/PMC2692517.1/PMC2692517.1.xml?md5=350f70e329825adcec1299898b4abc22,Eur J Neurosci,research-article,Neuroprotective activities of activated protein C mutant with reduced anticoagulant activity,2009,endothelial injury | endothelial protein C receptor | neuronal injury | permanent ischemic injury | protease activated receptor | protein C mutant,"Analysis of Variance | Animals | Antibodies / pharmacology | Anticoagulants / metabolism, therapeutic use | Apoptosis / drug effects | Brain / cytology | Caspase 3 / metabolism | Caspase 9 / metabolism | Cells, Cultured | Embryo, Mammalian | Endothelial Cells / drug effects | Enzyme Inhibitors / pharmacology | Excitatory Amino Acid Agonists / toxicity | Female | Glucose / deficiency | Hemoglobins / metabolism | Humans | Hypoxia / drug therapy | In Situ Nick-End Labeling / methods | Infarction, Middle Cerebral Artery / drug therapy, metabolism | Male | Mice | Mice, Inbred C57BL | Mice, Knockout | Mutation / physiology | N-Methylaspartate / toxicity | Neurons / drug effects, physiology | Neuroprotective Agents / metabolism, therapeutic use | Pregnancy | Protein C / chemistry, genetics, immunology, therapeutic use | Receptors, Proteinase-Activated / genetics | Time Factors | Tumor Suppressor Protein p53 / metabolism",Huang,Guo
10.1039/c8ra10051a,35518702,PMC9061809,s3://pmc-oa-opendata/PMC9061809.1/PMC9061809.1.xml?md5=d9cc601e4a2a173ac44e1f825759d6de,RSC Adv,research-article,Miscanthus grass-derived carbon dots to selectively detect Fe3+ ions†,2019,,,Maisyn,Picard
10.1016/j.biocel.2006.02.003,16546436,PMC7108415,s3://pmc-oa-opendata/PMC7108415.1/PMC7108415.1.xml?md5=9e29d8d46b2b8ea0e04cd7ce94adb28a,Int J Biochem Cell Biol,research-article,Nucleocapsid protein of SARS-CoV activates the expression of cyclooxygenase-2 by binding directly to regulatory elements for nuclear factor-kappa B and CCAAT/enhancer binding protein,2006,SARS-CoV | Cyclooxygenase-2 | N protein | Gene regulation | Virus infection | Inflammation | Pathogenesis,"Amino Acid Sequence | Binding Sites / genetics | CCAAT-Enhancer-Binding Protein-beta / metabolism | Cell Line | Chromatin Immunoprecipitation | Cyclooxygenase 2 / genetics, metabolism | Electrophoretic Mobility Shift Assay | Gene Expression Regulation, Enzymologic | Humans | Mutagenesis, Site-Directed / methods | Mutation | NF-kappa B / metabolism | Nucleocapsid Proteins / genetics, metabolism, physiology | Plasmids / genetics | Promoter Regions, Genetic / genetics | Protein Binding | Severe acute respiratory syndrome-related coronavirus / genetics, metabolism | Transcriptional Activation",Xiaohong,Yan
10.1111/j.1471-4159.2011.07497.x,21951066,PMC3217121,s3://pmc-oa-opendata/PMC3217121.1/PMC3217121.1.xml?md5=1f0c6ee390ccca1a8d88025db69d2505,J Neurochem,research-article,The oxysterol 27-hydroxycholesterol regulates α-synuclein and tyrosine hydroxylase expression levels in human neuroblastoma cells through modulation of liver X receptors and estrogen receptors-Relevance to Parkinson’s disease,2011,Parkinson’s disease | α-synuclein | Tyrosine Hydroxylase | estrogen receptors | Liver X receptor | 27-hydroxycholesterol,"Cell Line, Tumor | Disease Progression | Down-Regulation / drug effects, physiology | Estrogen Receptor alpha / agonists, antagonists & inhibitors, biosynthesis | Estrogen Receptor beta / agonists, antagonists & inhibitors, biosynthesis | Humans | Hydroxycholesterols / pharmacology | Liver X Receptors | Neuroblastoma / enzymology, metabolism, pathology | Orphan Nuclear Receptors / agonists, antagonists & inhibitors, biosynthesis | Parkinson Disease / enzymology, metabolism, prevention & control | Signal Transduction / genetics, physiology | Tyrosine 3-Monooxygenase / antagonists & inhibitors, biosynthesis, genetics | Up-Regulation / drug effects, physiology | alpha-Synuclein / biosynthesis, genetics",Gurdeep,Marwarha
10.1002/cam4.1951,30656846,PMC6382719,s3://pmc-oa-opendata/PMC6382719.1/PMC6382719.1.xml?md5=b5f20188161d9dc3957e63e451120019,Cancer Med,research-article,"MCCK1 enhances the anticancer effect of temozolomide in attenuating the invasion, migration and epithelial‐mesenchymal transition of glioblastoma cells in vitro and in vivo",2019,IKKε inhibitor | MCCK1 | epithelial-mesenchymal transition | glioblastoma therapy | temozolomide,"Animals | Antineoplastic Agents / pharmacology, therapeutic use | Antineoplastic Combined Chemotherapy Protocols / therapeutic use | Apoptosis / drug effects | Brain Neoplasms / drug therapy, pathology | Cell Line, Tumor | Cell Movement / drug effects | Cell Proliferation / drug effects | Drug Synergism | Epithelial-Mesenchymal Transition / drug effects | Female | Glioblastoma / drug therapy, pathology | Humans | Mice, Inbred BALB C | Mice, Nude | Rosaniline Dyes / pharmacology, therapeutic use | Temozolomide / pharmacology, therapeutic use",Tie,Liu
10.1002/cam4.3285,32691991,PMC7476825,s3://pmc-oa-opendata/PMC7476825.1/PMC7476825.1.xml?md5=210c630e2f3f590c9cf163fb78b1456a,Cancer Med,research-article,"Puerarin 6″‐O‐xyloside suppressed HCC via regulating proliferation, stemness, and apoptosis with inhibited PI3K/AKT/mTOR",2020,KDM6B | PI3K | Puerarin 6″-O-xyloside | liver cancer | mTOR,"AC133 Antigen | Adenine / analogs & derivatives, pharmacology | Animals | Apoptosis / drug effects | Autophagy | Carcinoma, Hepatocellular / metabolism, pathology | Cell Line, Tumor | Cell Proliferation / drug effects | Disease Progression | Glycosides / administration & dosage, pharmacology | Hep G2 Cells | Humans | Isoflavones / administration & dosage, pharmacology | Liver Neoplasms / metabolism, pathology | Male | Membrane Potential, Mitochondrial / drug effects | Mice | Mice, Inbred BALB C | Neoplasm Proteins / metabolism | Neoplastic Stem Cells / drug effects | Phosphatidylinositol 3-Kinases / metabolism | Proto-Oncogene Proteins c-akt / metabolism | TOR Serine-Threonine Kinases / metabolism | Tumor Stem Cell Assay",Long,Li
10.1002/cam4.2839,31943867,PMC7050070,s3://pmc-oa-opendata/PMC7050070.1/PMC7050070.1.xml?md5=f888ccc883e5b9606959287c9b48694f,Cancer Med,research-article,Long noncoding RNA CASC9 promotes the proliferation and metastasis of papillary thyroid cancer via sponging miR‐488‐3p,2020,long noncoding RNA CASC9 | metastasis | miR-488-3p/ADAM9 | papillary thyroid cancer | proliferation,"ADAM Proteins / genetics | Adult | Animals | Carcinogenesis / genetics | Cell Line, Tumor | Cell Movement / genetics | Cell Proliferation / genetics | ErbB Receptors / metabolism | Female | Gene Expression Regulation, Neoplastic | Humans | Male | Membrane Proteins / genetics | Mice | MicroRNAs / metabolism | Middle Aged | Proto-Oncogene Proteins c-akt / metabolism | RNA, Long Noncoding / metabolism | Signal Transduction / genetics | Thyroid Cancer, Papillary / genetics, pathology, surgery | Thyroid Gland / pathology, surgery | Thyroid Neoplasms / genetics, pathology, surgery | Thyroidectomy",Yonghui,Chen
